source_type,source_id,source_name,edge_type,target_type,target_id,target_name,start_date,end_date,source_url,source_page,confidence
AUDITOR,AUD_FCEBF2CB7F,M/s R. K. Patel & Co Chartered Accountants,AUDITED_BY,COMPANY,L24230GJ1983PLC006329,DISHMAN PHARMACEUTICALS AND CHEMICALSLIMITED,2024-04-01,2025-03-31,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L24230GJ1983PLC006329,1,HIGH
COMPANY,L24230GJ1984PLC007540,LINK PHARMACHEM LIMITED,REGISTERED_AT,ADDRESS,ADDR_A0DE156E21,"Industrial Area, Phase II, Gujarat, India - 380002",2023-04-18,,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L24230GJ1984PLC007540,1,HIGH
AUDITOR,AUD_03ABAF5E76,M/s R. K. Patel & Co Chartered Accountants,AUDITED_BY,COMPANY,L24230GJ1984PLC007540,LINK PHARMACHEM LIMITED,2024-04-01,2025-03-31,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L24230GJ1984PLC007540,1,HIGH
COMPANY,L24231GJ1982PLC005012,GUJARAT BINIL CHEMICALS LTD,REGISTERED_AT,ADDRESS,ADDR_74ED171DEC,"Industrial Area, Phase II, Gujarat, India - 380002",2023-04-18,,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L24231GJ1982PLC005012,1,HIGH
AUDITOR,AUD_05EFDF78C4,M/s R. K. Patel & Co Chartered Accountants,AUDITED_BY,COMPANY,L24231GJ1982PLC005012,GUJARAT BINIL CHEMICALS LTD,2024-04-01,2025-03-31,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L24231GJ1982PLC005012,1,HIGH
COMPANY,L24231GJ1985PLC007664,ZORA PHARMA LIMITED,REGISTERED_AT,ADDRESS,ADDR_3645D25BE5,"Industrial Area, Phase II, Gujarat, India - 380002",2023-04-18,,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L24231GJ1985PLC007664,1,HIGH
AUDITOR,AUD_133E38EC88,M/s R. K. Patel & Co Chartered Accountants,AUDITED_BY,COMPANY,L24231GJ1985PLC007664,ZORA PHARMA LIMITED,2024-04-01,2025-03-31,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L24231GJ1985PLC007664,1,HIGH
COMPANY,L24240GJ1985PLC008282,PARAMOUNT COSMETICS (INDIA) LIMITED,REGISTERED_AT,ADDRESS,ADDR_3A49943317,"Industrial Area, Phase II, Gujarat, India - 380002",2023-04-18,,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L24240GJ1985PLC008282,1,HIGH
AUDITOR,AUD_20DE53C508,M/s R. K. Patel & Co Chartered Accountants,AUDITED_BY,COMPANY,L24240GJ1985PLC008282,PARAMOUNT COSMETICS (INDIA) LIMITED,2024-04-01,2025-03-31,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L24240GJ1985PLC008282,1,HIGH
COMPANY,L24294GJ1982PLC048201,INDIA POLYFIBRES LIMITED.,REGISTERED_AT,ADDRESS,ADDR_043BAD7653,"Industrial Area, Phase II, Gujarat, India - 380002",2023-04-18,,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L24294GJ1982PLC048201,1,HIGH
AUDITOR,AUD_DCF726AD68,M/s R. K. Patel & Co Chartered Accountants,AUDITED_BY,COMPANY,L24294GJ1982PLC048201,INDIA POLYFIBRES LIMITED.,2024-04-01,2025-03-31,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L24294GJ1982PLC048201,1,HIGH
COMPANY,L24299GJ1982PLC005425,ECLAT CHEMICALS LIMITED,REGISTERED_AT,ADDRESS,ADDR_189C9B8B0A,"Industrial Area, Phase II, Gujarat, India - 380002",2023-04-18,,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L24299GJ1982PLC005425,1,HIGH
AUDITOR,AUD_E4E9DFE191,M/s R. K. Patel & Co Chartered Accountants,AUDITED_BY,COMPANY,L24299GJ1982PLC005425,ECLAT CHEMICALS LIMITED,2024-04-01,2025-03-31,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L24299GJ1982PLC005425,1,HIGH
COMPANY,L25199GJ1986PLC009071,TIRUPATI FOAM LTD,REGISTERED_AT,ADDRESS,ADDR_F753F7EA21,"Industrial Area, Phase II, Gujarat, India - 380002",2023-04-18,,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L25199GJ1986PLC009071,1,HIGH
AUDITOR,AUD_2ECB475FA7,M/s R. K. Patel & Co Chartered Accountants,AUDITED_BY,COMPANY,L25199GJ1986PLC009071,TIRUPATI FOAM LTD,2024-04-01,2025-03-31,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L25199GJ1986PLC009071,1,HIGH
COMPANY,L25200GJ1984PLC050560,GOPALA POLYPLAST LTD,REGISTERED_AT,ADDRESS,ADDR_E1DD5C0F20,"Industrial Area, Phase II, Gujarat, India - 380002",2023-04-18,,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L25200GJ1984PLC050560,1,HIGH
AUDITOR,AUD_25713A6F87,M/s R. K. Patel & Co Chartered Accountants,AUDITED_BY,COMPANY,L25200GJ1984PLC050560,GOPALA POLYPLAST LTD,2024-04-01,2025-03-31,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L25200GJ1984PLC050560,1,HIGH
COMPANY,L25200GJ1985PLC007746,PROMACT IMPEX LIMITED,REGISTERED_AT,ADDRESS,ADDR_BD24C4ED1E,"Industrial Area, Phase II, Gujarat, India - 380002",2023-04-18,,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L25200GJ1985PLC007746,1,HIGH
AUDITOR,AUD_E5A6AC490B,M/s R. K. Patel & Co Chartered Accountants,AUDITED_BY,COMPANY,L25200GJ1985PLC007746,PROMACT IMPEX LIMITED,2024-04-01,2025-03-31,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L25200GJ1985PLC007746,1,HIGH
COMPANY,L25209GJ1984PLC007252,NEELNANDAN POLYMERS LIMITED,REGISTERED_AT,ADDRESS,ADDR_1028DD4776,"Industrial Area, Phase II, Gujarat, India - 380002",2023-04-18,,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L25209GJ1984PLC007252,1,HIGH
AUDITOR,AUD_39A4C95BCD,M/s R. K. Patel & Co Chartered Accountants,AUDITED_BY,COMPANY,L25209GJ1984PLC007252,NEELNANDAN POLYMERS LIMITED,2024-04-01,2025-03-31,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L25209GJ1984PLC007252,1,HIGH
COMPANY,L25209GJ1986PLC009021,TIRTH PLASTIC LIMITED,REGISTERED_AT,ADDRESS,ADDR_63F29AEEBF,"Industrial Area, Phase II, Gujarat, India - 380002",2023-04-18,,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L25209GJ1986PLC009021,1,HIGH
AUDITOR,AUD_11DBD1EE00,M/s R. K. Patel & Co Chartered Accountants,AUDITED_BY,COMPANY,L25209GJ1986PLC009021,TIRTH PLASTIC LIMITED,2024-04-01,2025-03-31,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L25209GJ1986PLC009021,1,HIGH
COMPANY,L26921GJ1985PLC008196,BELL CERAMICS LIMITED,REGISTERED_AT,ADDRESS,ADDR_60E1353340,"Industrial Area, Phase II, Gujarat, India - 380002",2023-04-18,,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L26921GJ1985PLC008196,1,HIGH
AUDITOR,AUD_AB6EBD0F9D,M/s R. K. Patel & Co Chartered Accountants,AUDITED_BY,COMPANY,L26921GJ1985PLC008196,BELL CERAMICS LIMITED,2024-04-01,2025-03-31,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L26921GJ1985PLC008196,1,HIGH
COMPANY,L26931GJ1986PLC102350,RESTILE CERAMICS LIMITED,REGISTERED_AT,ADDRESS,ADDR_D0867C3D07,"Industrial Area, Phase II, Gujarat, India - 380002",2023-04-18,,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L26931GJ1986PLC102350,1,HIGH
AUDITOR,AUD_2E7A5519FC,M/s R. K. Patel & Co Chartered Accountants,AUDITED_BY,COMPANY,L26931GJ1986PLC102350,RESTILE CERAMICS LIMITED,2024-04-01,2025-03-31,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L26931GJ1986PLC102350,1,HIGH
COMPANY,L26940GJ1983PLC006400,SOMANI CEMENT COMPANY LIMITED,REGISTERED_AT,ADDRESS,ADDR_4579642E22,"Industrial Area, Phase II, Gujarat, India - 380002",2023-04-18,,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L26940GJ1983PLC006400,1,HIGH
AUDITOR,AUD_D141736E2E,M/s R. K. Patel & Co Chartered Accountants,AUDITED_BY,COMPANY,L26940GJ1983PLC006400,SOMANI CEMENT COMPANY LIMITED,2024-04-01,2025-03-31,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L26940GJ1983PLC006400,1,HIGH
COMPANY,L27100GJ1984PLC007185,MARDIA STEEL LTD.,REGISTERED_AT,ADDRESS,ADDR_18780284E7,"Industrial Area, Phase II, Gujarat, India - 380002",2023-04-18,,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L27100GJ1984PLC007185,1,HIGH
AUDITOR,AUD_BDE9F5BF80,M/s R. K. Patel & Co Chartered Accountants,AUDITED_BY,COMPANY,L27100GJ1984PLC007185,MARDIA STEEL LTD.,2024-04-01,2025-03-31,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L27100GJ1984PLC007185,1,HIGH
COMPANY,L27100GJ1985PLC008286,CREATIVE CASTINGS LIMITED,REGISTERED_AT,ADDRESS,ADDR_E8133DAE82,"Industrial Area, Phase II, Gujarat, India - 380002",2023-04-18,,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L27100GJ1985PLC008286,1,HIGH
AUDITOR,AUD_5DD3431AD5,M/s R. K. Patel & Co Chartered Accountants,AUDITED_BY,COMPANY,L27100GJ1985PLC008286,CREATIVE CASTINGS LIMITED,2024-04-01,2025-03-31,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L27100GJ1985PLC008286,1,HIGH
COMPANY,L27100GJ1986PLC009212,RAJOO ENGINEERS LIMITED,REGISTERED_AT,ADDRESS,ADDR_E5EADE0F50,"Industrial Area, Phase II, Gujarat, India - 380002",2023-04-18,,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L27100GJ1986PLC009212,1,HIGH
AUDITOR,AUD_A559C8A4C2,M/s R. K. Patel & Co Chartered Accountants,AUDITED_BY,COMPANY,L27100GJ1986PLC009212,RAJOO ENGINEERS LIMITED,2024-04-01,2025-03-31,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L27100GJ1986PLC009212,1,HIGH
COMPANY,L27109GJ1986PLC008770,MERCURY METALS LIMITED,REGISTERED_AT,ADDRESS,ADDR_DB49CD3145,"Industrial Area, Phase II, Gujarat, India - 380002",2023-04-18,,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L27109GJ1986PLC008770,1,HIGH
AUDITOR,AUD_E1662FB045,M/s R. K. Patel & Co Chartered Accountants,AUDITED_BY,COMPANY,L27109GJ1986PLC008770,MERCURY METALS LIMITED,2024-04-01,2025-03-31,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L27109GJ1986PLC008770,1,HIGH
COMPANY,L27209GJ1984PLC098951,R K MANUFACTURING CO LTD,REGISTERED_AT,ADDRESS,ADDR_B8C107EB6A,"Industrial Area, Phase II, Gujarat, India - 380002",2023-04-18,,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L27209GJ1984PLC098951,1,HIGH
AUDITOR,AUD_E4686A1859,M/s R. K. Patel & Co Chartered Accountants,AUDITED_BY,COMPANY,L27209GJ1984PLC098951,R K MANUFACTURING CO LTD,2024-04-01,2025-03-31,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L27209GJ1984PLC098951,1,HIGH
COMPANY,L29199GJ1984PLC007130,GUJARAT CRAFT INDUSTRIES LIMITED,REGISTERED_AT,ADDRESS,ADDR_CF16894639,"Industrial Area, Phase II, Gujarat, India - 380002",2023-04-18,,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L29199GJ1984PLC007130,1,HIGH
AUDITOR,AUD_7F340ED9B0,M/s R. K. Patel & Co Chartered Accountants,AUDITED_BY,COMPANY,L29199GJ1984PLC007130,GUJARAT CRAFT INDUSTRIES LIMITED,2024-04-01,2025-03-31,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L29199GJ1984PLC007130,1,HIGH
COMPANY,L29199GJ1984PLC007177,SHRI KHODIYAR INDUSTRIES LIMITED,REGISTERED_AT,ADDRESS,ADDR_CAE80D9321,"Industrial Area, Phase II, Gujarat, India - 380002",2023-04-18,,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L29199GJ1984PLC007177,1,HIGH
AUDITOR,AUD_4055FFB1A8,M/s R. K. Patel & Co Chartered Accountants,AUDITED_BY,COMPANY,L29199GJ1984PLC007177,SHRI KHODIYAR INDUSTRIES LIMITED,2024-04-01,2025-03-31,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L29199GJ1984PLC007177,1,HIGH
COMPANY,L29199GJ1984PLC007195,AMRADEEP INDUSTRIES LIMITED,REGISTERED_AT,ADDRESS,ADDR_F03A1987D3,"Industrial Area, Phase II, Gujarat, India - 380002",2023-04-18,,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L29199GJ1984PLC007195,1,HIGH
AUDITOR,AUD_ECE95D27E1,M/s R. K. Patel & Co Chartered Accountants,AUDITED_BY,COMPANY,L29199GJ1984PLC007195,AMRADEEP INDUSTRIES LIMITED,2024-04-01,2025-03-31,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L29199GJ1984PLC007195,1,HIGH
